patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_16,['Broad-leaved forest' 'Mixed forest' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_0_16,S2B_MSIL2A_20180421T100029_0_16,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_49_36,"['Agro-forestry areas' 'Broad-leaved forest' 'Inland waters' 'Pastures'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_49_36,S2A_MSIL2A_20171201T112431_49_36,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_38,['Complex cultivation patterns' 'Coniferous forest' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_0_38,S2B_MSIL2A_20180421T100029_0_38,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_58_18,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_58_18,S2B_MSIL2A_20170906T101019_58_18,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_64,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_0_64,S2B_MSIL2A_20180421T100029_0_64,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_74,"['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_0_74,S2B_MSIL2A_20180421T100029_0_74,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_58_52,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_58_52,S2B_MSIL2A_20170906T101020_58_52,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_78,"['Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_0_78,S2B_MSIL2A_20180421T100029_0_78,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_10,"['Agro-forestry areas' 'Arable land' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_10,S2A_MSIL2A_20171201T112431_50_10,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_11,"['Agro-forestry areas' 'Pastures' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_11,S2A_MSIL2A_20171201T112431_50_11,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_58_75,"['Arable land' 'Coniferous forest' 'Industrial or commercial units'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_58_75,S2B_MSIL2A_20170906T101020_58_75,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_17,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_1_17,S2B_MSIL2A_20180421T100029_1_17,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_24,"['Agro-forestry areas' 'Arable land' 'Pastures'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_24,S2A_MSIL2A_20171201T112431_50_24,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_26,"['Agro-forestry areas' 'Pastures' 'Permanent crops'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_26,S2A_MSIL2A_20171201T112431_50_26,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_31,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_1_31,S2B_MSIL2A_20180421T100029_1_31,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_36,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_1_36,S2B_MSIL2A_20180421T100029_1_36,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_38,"['Complex cultivation patterns' 'Coniferous forest' 'Pastures'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_1_38,S2B_MSIL2A_20180421T100029_1_38,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_34,"['Broad-leaved forest' 'Inland waters'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_34,S2A_MSIL2A_20171201T112431_50_34,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_40,['Coniferous forest' 'Pastures' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_1_40,S2B_MSIL2A_20180421T100029_1_40,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_59_05,"['Arable land' 'Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_59_5,S2B_MSIL2A_20170906T101019_59_5,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_59_18,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_59_18,S2B_MSIL2A_20170906T101019_59_18,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_68,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_1_68,S2B_MSIL2A_20180421T100029_1_68,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_76,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_76,S2A_MSIL2A_20171201T112431_50_76,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_78,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_50_78,S2A_MSIL2A_20171201T112431_50_78,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_59_53,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_59_53,S2B_MSIL2A_20170906T101020_59_53,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_04,"['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Inland waters'
 'Pastures' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_51_4,S2A_MSIL2A_20171201T112431_51_4,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_27,"['Coniferous forest' 'Moors, heathland and sclerophyllous vegetation'
 'Natural grassland and sparsely vegetated areas' 'Pastures'
 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_2_27,S2B_MSIL2A_20180421T100029_2_27,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_43,"['Complex cultivation patterns' 'Coniferous forest'
 'Industrial or commercial units' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_2_43,S2B_MSIL2A_20180421T100029_2_43,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_47,"['Complex cultivation patterns' 'Coniferous forest' 'Pastures'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_2_47,S2B_MSIL2A_20180421T100029_2_47,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_40,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_51_40,S2A_MSIL2A_20171201T112431_51_40,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_69,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_2_69,S2B_MSIL2A_20180421T100029_2_69,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_60_13,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_60_13,S2B_MSIL2A_20170906T101019_60_13,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_77,"['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'
 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_2_77,S2B_MSIL2A_20180421T100029_2_77,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_80,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_2_80,S2B_MSIL2A_20180421T100029_2_80,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_02_81,['Coniferous forest' 'Inland waters' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_2_81,S2B_MSIL2A_20180421T100029_2_81,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_03_10,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_3_10,S2B_MSIL2A_20180421T100029_3_10,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_71,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_51_71,S2A_MSIL2A_20171201T112431_51_71,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_51_76,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_51_76,S2A_MSIL2A_20171201T112431_51_76,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_03_31,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_3_31,S2B_MSIL2A_20180421T100029_3_31,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_60_61,"['Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_60_61,S2B_MSIL2A_20170906T101020_60_61,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_52_06,['Agro-forestry areas' 'Arable land' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_52_6,S2A_MSIL2A_20171201T112431_52_6,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_03_48,"['Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_3_48,S2B_MSIL2A_20180421T100029_3_48,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_03_63,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_3_63,S2B_MSIL2A_20180421T100029_3_63,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_52_25,['Agro-forestry areas' 'Complex cultivation patterns' 'Pastures'],test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_52_25,S2A_MSIL2A_20171201T112431_52_25,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_61_04,"['Broad-leaved forest' 'Coastal wetlands' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Marine waters' 'Pastures']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_61_4,S2B_MSIL2A_20170906T101019_61_4,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_43,"['Coniferous forest' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_4_43,S2B_MSIL2A_20180421T100029_4_43,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_61_44,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_61_44,S2B_MSIL2A_20170906T101020_61_44,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_61_57,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_61_57,S2B_MSIL2A_20170906T101020_61_57,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_64,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_4_64,S2B_MSIL2A_20180421T100029_4_64,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_53_03,"['Arable land' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_53_3,S2A_MSIL2A_20171201T112431_53_3,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_68,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_4_68,S2B_MSIL2A_20180421T100029_4_68,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_73,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Inland waters' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_4_73,S2B_MSIL2A_20180421T100029_4_73,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_76,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_4_76,S2B_MSIL2A_20180421T100029_4_76,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_61_73,"['Coniferous forest' 'Transitional woodland, shrub' 'Urban fabric']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_61_73,S2B_MSIL2A_20170906T101020_61_73,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_04_89,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_4_89,S2B_MSIL2A_20180421T100030_4_89,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_18,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Natural grassland and sparsely vegetated areas'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_5_18,S2B_MSIL2A_20180421T100029_5_18,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_53_43,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_53_43,S2A_MSIL2A_20171201T112431_53_43,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_40,"['Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_5_40,S2B_MSIL2A_20180421T100029_5_40,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_41,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_5_41,S2B_MSIL2A_20180421T100029_5_41,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_43,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_5_43,S2B_MSIL2A_20180421T100029_5_43,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_53_67,['Complex cultivation patterns' 'Permanent crops'],test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_53_67,S2A_MSIL2A_20171201T112431_53_67,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_67,['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_5_67,S2B_MSIL2A_20180421T100029_5_67,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_53_78,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_53_78,S2A_MSIL2A_20171201T112431_53_78,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_70,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_5_70,S2B_MSIL2A_20180421T100029_5_70,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_82,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_5_82,S2B_MSIL2A_20180421T100030_5_82,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_85,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_5_85,S2B_MSIL2A_20180421T100030_5_85,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_18,"['Arable land' 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_54_18,S2A_MSIL2A_20171201T112431_54_18,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_62_84,"['Inland wetlands' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_62_84,S2B_MSIL2A_20170906T101020_62_84,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_31,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_6_31,S2B_MSIL2A_20180421T100029_6_31,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_38,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_54_38,S2A_MSIL2A_20171201T112431_54_38,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_44,['Coniferous forest' 'Pastures' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_6_44,S2B_MSIL2A_20180421T100029_6_44,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_45,"['Coniferous forest' 'Industrial or commercial units' 'Pastures'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_6_45,S2B_MSIL2A_20180421T100029_6_45,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_12,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_12,S2B_MSIL2A_20170906T101019_63_12,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_14,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_14,S2B_MSIL2A_20170906T101019_63_14,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_58,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_54_58,S2A_MSIL2A_20171201T112431_54_58,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_32,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_32,S2B_MSIL2A_20170906T101020_63_32,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_75,"['Coniferous forest' 'Natural grassland and sparsely vegetated areas'
 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_6_75,S2B_MSIL2A_20180421T100029_6_75,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_54_71,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_54_71,S2A_MSIL2A_20171201T112431_54_71,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_79,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_6_79,S2B_MSIL2A_20180421T100030_6_79,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_06_86,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_6_86,S2B_MSIL2A_20180421T100030_6_86,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_01,"['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Natural grassland and sparsely vegetated areas' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_7_1,S2B_MSIL2A_20180421T100029_7_1,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_54,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_54,S2B_MSIL2A_20170906T101020_63_54,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_61,"['Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_61,S2B_MSIL2A_20170906T101020_63_61,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_19,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_7_19,S2B_MSIL2A_20180421T100029_7_19,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_08,"['Arable land' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_8,S2A_MSIL2A_20171201T112431_55_8,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_21,['Agro-forestry areas' 'Arable land' 'Inland waters' 'Pastures'],validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_21,S2A_MSIL2A_20171201T112431_55_21,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_23,"['Agro-forestry areas' 'Arable land' 'Inland waters' 'Pastures'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_23,S2A_MSIL2A_20171201T112431_55_23,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_83,"['Coniferous forest' 'Inland wetlands' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_83,S2B_MSIL2A_20170906T101020_63_83,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_86,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_86,S2B_MSIL2A_20170906T101020_63_86,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_64_00,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Marine waters' 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_64_0,S2B_MSIL2A_20170906T101019_64_0,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_66,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_7_66,S2B_MSIL2A_20180421T100029_7_66,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_70,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_7_70,S2B_MSIL2A_20180421T100029_7_70,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_53,"['Broad-leaved forest' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_53,S2A_MSIL2A_20171201T112431_55_53,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_88,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_7_88,S2B_MSIL2A_20180421T100030_7_88,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_55_71,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Urban fabric']",validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_55_71,S2A_MSIL2A_20171201T112431_55_71,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_08_01,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_8_1,S2B_MSIL2A_20180421T100029_8_1,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_08_41,['Coniferous forest' 'Mixed forest' 'Pastures' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_8_41,S2B_MSIL2A_20180421T100029_8_41,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_56_21,['Agro-forestry areas' 'Arable land' 'Pastures'],validation,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_56_21,S2A_MSIL2A_20171201T112431_56_21,False,False
